Date,Price,Open,High,Low,Vol.,Change %
11/18/2021,"1,503.42","1,522.39","1,523.19","1,503.42",256.83K,-1.06%
11/17/2021,"1,519.58","1,517.67","1,522.50","1,513.65",165.54K,0.16%
11/16/2021,"1,517.22","1,527.11","1,530.32","1,513.50",214.95K,-0.75%
11/15/2021,"1,528.68","1,534.16","1,534.44","1,521.94",232.16K,0.05%
11/12/2021,"1,527.94","1,514.96","1,529.47","1,504.52",152.56K,0.90%
11/11/2021,"1,514.36","1,524.73","1,526.72","1,503.77",258.43K,-0.62%
11/10/2021,"1,523.79","1,530.69","1,531.70","1,518.89",204.46K,-0.22%
11/09/2021,"1,527.13","1,539.25","1,542.75","1,524.36",210.51K,-0.56%
11/08/2021,"1,535.66","1,535.12","1,541.83","1,528.71",219.02K,0.25%
11/05/2021,"1,531.76","1,531.06","1,536.47","1,523.16",156.55K,0.23%
11/04/2021,"1,528.21","1,531.92","1,535.90","1,524.54",173.10K,-0.16%
11/03/2021,"1,530.65","1,526.38","1,537.59","1,519.39",324.56K,0.61%
11/02/2021,"1,521.35","1,514.91","1,522.90","1,514.75",186.41K,0.30%
11/01/2021,"1,516.75","1,534.17","1,534.88","1,513.98",252.42K,-1.02%
10/29/2021,"1,532.35","1,529.42","1,534.51","1,521.04",197.58K,0.20%
10/28/2021,"1,529.26","1,522.11","1,530.77","1,513.12",190.78K,0.84%
10/27/2021,"1,516.46","1,487.45","1,516.46","1,485.12",201.35K,2.28%
10/26/2021,"1,482.62","1,474.36","1,483.65","1,467.02",143.69K,0.38%
10/25/2021,"1,476.97","1,492.35","1,492.35","1,476.97",202.65K,-0.79%
10/22/2021,"1,488.71","1,495.32","1,498.25","1,486.57",127.28K,-0.04%
10/21/2021,"1,489.26","1,509.05","1,510.20","1,489.26",166.37K,-1.05%
10/20/2021,"1,505.03","1,510.38","1,516.74","1,486.26",182.02K,-0.14%
10/19/2021,"1,507.19","1,512.10","1,513.83","1,503.89",142.51K,-0.22%
10/18/2021,"1,510.49","1,508.88","1,517.70","1,505.39",167.73K,0.38%
10/15/2021,"1,504.84","1,508.37","1,512.61","1,499.70",151.73K,0.10%
10/14/2021,"1,503.38","1,504.85","1,511.14","1,498.21",159.95K,-0.14%
10/13/2021,"1,505.55","1,512.73","1,519.11","1,502.19",137.28K,-0.27%
10/12/2021,"1,509.57","1,514.78","1,517.21","1,504.24",162.66K,-0.05%
10/11/2021,"1,510.27","1,481.29","1,511.21","1,480.31",211.04K,2.28%
10/08/2021,"1,476.54","1,466.78","1,476.54","1,463.07",137.77K,0.94%
10/07/2021,"1,462.74","1,467.95","1,470.64","1,460.87",142.85K,0.07%
10/06/2021,"1,461.72","1,461.98","1,461.98","1,453.78",157.61K,0.38%
10/05/2021,"1,456.21","1,446.77","1,456.37","1,444.49",152.94K,0.87%
10/04/2021,"1,443.61","1,442.87","1,446.78","1,433.05",220.20K,0.12%
10/01/2021,"1,441.83","1,450.90","1,453.24","1,438.52",188.81K,-0.82%
09/30/2021,"1,453.76","1,450.52","1,461.94","1,452.55",118.79K,0.22%
09/29/2021,"1,450.52","1,450.73","1,453.66","1,440.55",169.81K,-0.04%
09/28/2021,"1,451.12","1,433.70","1,454.79","1,430.89",141.16K,0.83%
09/27/2021,"1,439.20","1,462.86","1,464.50","1,439.20",148.69K,-1.42%
09/24/2021,"1,459.94","1,460.63","1,464.12","1,456.89",141.12K,0.12%
09/23/2021,"1,458.23","1,456.46","1,466.00","1,453.02",138.29K,0.34%
09/22/2021,"1,453.22","1,449.44","1,454.19","1,440.02",122.88K,0.48%
09/21/2021,"1,446.22","1,444.75","1,455.71","1,433.77",167.22K,-0.85%
09/20/2021,"1,458.66","1,468.11","1,474.66","1,454.95",180.84K,0.21%
09/17/2021,"1,455.59","1,452.31","1,459.94","1,451.38",188.92K,0.46%
09/16/2021,"1,448.98","1,452.89","1,454.23","1,442.77",134.63K,0.29%
09/15/2021,"1,444.85","1,433.17","1,447.64","1,432.76",130.11K,0.47%
09/14/2021,"1,438.16","1,444.24","1,448.71","1,436.98",148.17K,-0.47%
09/13/2021,"1,444.99","1,450.00","1,454.72","1,444.71",162.87K,-0.23%
09/10/2021,"1,448.33","1,451.78","1,453.81","1,447.44",139.15K,0.07%
09/09/2021,"1,447.28","1,432.84","1,449.16","1,431.55",166.19K,0.95%
09/08/2021,"1,433.71","1,447.43","1,448.44","1,431.38",152.21K,-0.72%
09/07/2021,"1,444.10","1,446.00","1,454.82","1,441.69",205.27K,0.18%
09/06/2021,"1,441.54","1,433.03","1,441.92","1,429.55",208.74K,1.02%
09/01/2021,"1,426.94","1,425.35","1,434.73","1,423.08",176.64K,-0.12%
08/31/2021,"1,428.66","1,435.52","1,437.38","1,425.71",152.48K,-0.17%
08/30/2021,"1,431.05","1,427.48","1,434.25","1,420.77",154.14K,0.88%
08/27/2021,"1,418.57","1,403.99","1,418.57","1,391.88",202.51K,0.43%
08/26/2021,"1,412.45","1,432.37","1,433.67","1,408.08",152.19K,-1.12%
08/25/2021,"1,428.51","1,420.74","1,430.58","1,411.07",153.26K,0.72%
08/24/2021,"1,418.26","1,415.71","1,423.46","1,406.94",203.69K,0.44%
08/23/2021,"1,412.00","1,443.67","1,446.73","1,412.00",250.64K,-2.65%
08/20/2021,"1,450.45","1,495.67","1,497.03","1,436.24",348.77K,-3.63%
08/19/2021,"1,505.01","1,489.74","1,505.01","1,479.60",206.50K,1.04%
08/18/2021,"1,489.54","1,493.12","1,500.17","1,484.26",192.68K,-0.31%
08/17/2021,"1,494.12","1,508.41","1,512.27","1,488.74",217.18K,-0.44%
08/16/2021,"1,500.77","1,490.70","1,504.03","1,487.52",258.60K,1.11%
08/13/2021,"1,484.25","1,477.72","1,484.67","1,463.48",207.22K,0.49%
08/12/2021,"1,477.06","1,487.10","1,493.69","1,477.06",184.22K,-0.73%
08/11/2021,"1,487.91","1,497.13","1,506.80","1,487.91",245.34K,-0.43%
08/10/2021,"1,494.41","1,506.50","1,508.92","1,490.00",185.39K,-0.23%
08/09/2021,"1,497.83","1,472.78","1,499.90","1,467.32",206.12K,1.42%
08/06/2021,"1,476.79","1,488.11","1,491.52","1,476.79",211.70K,-0.65%
08/05/2021,"1,486.46","1,469.13","1,488.79","1,465.10",193.62K,0.97%
08/04/2021,"1,472.20","1,476.82","1,480.28","1,465.66",218.55K,0.16%
08/03/2021,"1,469.87","1,449.97","1,469.87","1,449.33",225.71K,1.50%
08/02/2021,"1,448.21","1,443.60","1,457.89","1,438.35",198.50K,0.07%
07/30/2021,"1,447.23","1,430.48","1,451.45","1,428.85",224.34K,1.38%
07/29/2021,"1,427.55","1,419.55","1,427.55","1,413.59",166.49K,1.42%
07/28/2021,"1,407.50","1,406.25","1,415.39","1,402.60",120.70K,-0.17%
07/27/2021,"1,409.85","1,415.50","1,423.30","1,408.80",190.31K,0.42%
07/26/2021,"1,403.96","1,397.01","1,409.94","1,384.87",152.85K,0.17%
07/23/2021,"1,401.53","1,422.07","1,430.43","1,401.53",235.47K,-1.89%
07/22/2021,"1,428.48","1,404.49","1,432.43","1,400.20",162.70K,1.56%
07/21/2021,"1,406.54","1,415.71","1,422.80","1,402.42",149.34K,-0.32%
07/20/2021,"1,411.02","1,379.41","1,411.02","1,357.31",221.51K,2.68%
07/19/2021,"1,374.15","1,403.96","1,413.24","1,367.61",268.71K,-4.44%
07/16/2021,"1,438.05","1,439.96","1,446.36","1,433.16",152.45K,0.54%
07/15/2021,"1,430.29","1,410.30","1,441.57","1,402.36",189.78K,1.42%
07/14/2021,"1,410.30","1,440.87","1,446.13","1,395.16",215.23K,-2.12%
07/13/2021,"1,440.87","1,443.10","1,457.05","1,419.09",174.50K,-0.15%
07/12/2021,"1,443.10","1,494.43","1,495.92","1,406.14",412.55K,-3.43%
07/09/2021,"1,494.43","1,521.21","1,526.35","1,480.60",287.67K,-1.76%
07/08/2021,"1,521.21","1,538.77","1,538.77","1,509.90",218.88K,-1.14%
07/07/2021,"1,538.77","1,488.42","1,538.77","1,472.81",306.58K,3.38%
07/06/2021,"1,488.42","1,557.41","1,565.29","1,488.42",298.84K,-4.43%
07/05/2021,"1,557.41","1,554.59","1,560.44","1,533.18",309.40K,0.18%
07/02/2021,"1,554.59","1,546.54","1,558.45","1,546.54",242.78K,0.61%
07/01/2021,"1,545.14","1,529.09","1,545.14","1,525.24",253.52K,1.06%
06/30/2021,"1,529.00","1,529.97","1,540.90","1,528.10",192.68K,-0.06%
06/29/2021,"1,529.97","1,521.51","1,536.96","1,521.51",203.55K,0.56%
06/28/2021,"1,521.41","1,502.02","1,523.58","1,502.02",215.31K,1.41%
06/25/2021,"1,500.30","1,486.99","1,500.94","1,480.64",180.21K,0.90%
06/24/2021,"1,486.96","1,489.51","1,497.92","1,482.38",175.26K,-0.17%
06/23/2021,"1,489.53","1,489.27","1,502.79","1,485.13",197.84K,0.02%
06/22/2021,"1,489.24","1,481.13","1,498.12","1,481.13",211.64K,0.74%
06/21/2021,"1,478.29","1,481.15","1,486.12","1,473.11",205.15K,-0.20%
06/18/2021,"1,481.30","1,461.96","1,484.89","1,461.96",198.66K,1.33%
06/17/2021,"1,461.91","1,463.98","1,469.44","1,445.39",211.57K,-0.25%
06/16/2021,"1,465.58","1,486.76","1,487.68","1,462.99",241.63K,-1.44%
06/15/2021,"1,487.04","1,495.51","1,498.75","1,481.03",239.02K,-0.57%
06/14/2021,"1,495.51","1,488.88","1,504.32","1,483.82",249.57K,0.53%
06/11/2021,"1,487.61","1,451.43","1,489.95","1,448.46",264.96K,2.51%
06/10/2021,"1,451.18","1,457.17","1,464.40","1,443.74",253.44K,-0.45%
06/09/2021,"1,457.76","1,438.47","1,465.93","1,426.04",279.95K,1.31%
06/08/2021,"1,438.97","1,481.88","1,493.36","1,436.72",328.47K,-3.04%
06/07/2021,"1,484.10","1,508.08","1,508.65","1,472.10",309.81K,-1.61%
06/04/2021,"1,508.35","1,504.18","1,509.38","1,496.36",336.49K,0.26%
06/03/2021,"1,504.37","1,479.75","1,506.27","1,479.75",318.35K,1.73%
06/02/2021,"1,478.85","1,482.92","1,488.93","1,469.49",277.18K,-0.27%
06/01/2021,"1,482.92","1,473.28","1,496.55","1,473.28",255.91K,0.55%
05/31/2021,"1,474.78","1,459.04","1,475.09","1,449.66",293.02K,1.10%
05/28/2021,"1,458.78","1,437.74","1,460.68","1,433.55",300.18K,1.49%
05/27/2021,"1,437.38","1,455.48","1,457.46","1,433.76",264.79K,-1.22%
05/26/2021,"1,455.11","1,443.93","1,456.55","1,440.60",233.97K,0.77%
05/25/2021,"1,444.01","1,428.42","1,445.60","1,427.56",209.78K,0.95%
05/24/2021,"1,430.48","1,425.11","1,433.59","1,421.17",256.21K,0.38%
05/21/2021,"1,425.04","1,424.77","1,433.01","1,412.78",267.79K,0.01%
05/20/2021,"1,424.92","1,402.31","1,424.92","1,396.23",270.20K,1.66%
05/19/2021,"1,401.71","1,378.97","1,402.45","1,378.43",279.67K,1.68%
05/18/2021,"1,378.59","1,371.75","1,381.36","1,367.85",252.83K,0.53%
05/17/2021,"1,371.36","1,381.13","1,391.89","1,371.22",254.61K,-0.63%
05/14/2021,"1,380.02","1,370.14","1,386.09","1,370.14",251.13K,0.72%
05/13/2021,"1,370.18","1,379.19","1,385.72","1,370.18",271.90K,-0.72%
05/12/2021,"1,380.17","1,358.59","1,380.23","1,350.80",264.23K,1.54%
05/11/2021,"1,359.19","1,370.71","1,382.06","1,359.19",262.05K,-0.84%
05/10/2021,"1,370.66","1,339.75","1,371.51","1,335.39",302.73K,2.23%
05/07/2021,"1,340.73","1,344.09","1,347.80","1,329.51",291.44K,-0.29%
05/06/2021,"1,344.64","1,346.93","1,352.57","1,337.28",226.86K,-0.17%
05/05/2021,"1,346.89","1,328.47","1,360.76","1,328.47",274.66K,1.42%
05/04/2021,"1,328.03","1,312.08","1,329.18","1,285.90",274.20K,1.20%
04/29/2021,"1,312.28","1,294.79","1,312.62","1,294.79",242.34K,1.41%
04/28/2021,"1,294.06","1,283.81","1,296.48","1,280.54",206.90K,0.80%
04/27/2021,"1,283.81","1,274.32","1,283.95","1,264.57",171.78K,0.69%
04/26/2021,"1,275.04","1,301.39","1,305.73","1,269.78",216.95K,-2.02%
04/23/2021,"1,301.39","1,271.52","1,301.39","1,262.89",245.63K,2.35%
04/22/2021,"1,271.53","1,312.33","1,317.50","1,271.53",232.54K,-3.13%
04/20/2021,"1,312.68","1,308.03","1,331.56","1,303.68",244.92K,0.49%
04/19/2021,"1,306.22","1,277.11","1,306.22","1,271.52",210.60K,2.30%
04/16/2021,"1,276.87","1,283.18","1,291.37","1,262.52",247.67K,-0.57%
04/15/2021,"1,284.20","1,291.83","1,300.84","1,283.98",236.68K,-0.51%
04/14/2021,"1,290.77","1,277.31","1,290.77","1,263.89",207.52K,1.05%
04/13/2021,"1,277.35","1,278.31","1,298.78","1,276.74",255.77K,-0.07%
04/12/2021,"1,278.19","1,254.39","1,279.52","1,254.39",267.96K,1.99%
04/09/2021,"1,253.26","1,251.71","1,256.06","1,245.26",173.79K,0.12%
04/08/2021,"1,251.81","1,257.75","1,263.03","1,249.45",161.34K,-0.47%
04/07/2021,"1,257.77","1,255.36","1,257.77","1,248.15",213.31K,0.19%
04/06/2021,"1,255.36","1,248.43","1,260.35","1,245.16",222.98K,0.44%
04/05/2021,"1,249.90","1,240.24","1,256.12","1,240.24",219.16K,0.96%
04/02/2021,"1,238.03","1,226.84","1,243.67","1,226.84",199.25K,0.97%
04/01/2021,"1,226.16","1,196.62","1,227.56","1,196.39",222.24K,2.50%
03/31/2021,"1,196.24","1,190.86","1,203.18","1,189.47",171.90K,0.45%
03/30/2021,"1,190.86","1,180.21","1,192.90","1,175.90",217.51K,0.91%
03/29/2021,"1,180.07","1,167.30","1,182.06","1,167.30",145.67K,1.10%
03/26/2021,"1,167.19","1,164.38","1,170.75","1,143.08",172.71K,0.22%
03/25/2021,"1,164.64","1,165.80","1,175.86","1,159.25",165.90K,-0.08%
03/24/2021,"1,165.61","1,186.04","1,186.04","1,157.69",190.25K,-1.80%
03/23/2021,"1,186.98","1,198.49","1,198.49","1,182.22",155.69K,-0.96%
03/22/2021,"1,198.54","1,204.00","1,207.28","1,194.79",161.30K,-0.40%
03/19/2021,"1,203.36","1,211.08","1,211.08","1,201.17",171.42K,-0.68%
03/18/2021,"1,211.54","1,193.71","1,211.54","1,193.71",155.17K,1.52%
03/17/2021,"1,193.45","1,188.31","1,193.45","1,183.83",193.60K,0.47%
03/16/2021,"1,187.84","1,191.08","1,192.15","1,177.05",163.86K,-0.25%
03/15/2021,"1,190.86","1,187.84","1,194.29","1,184.32",149.68K,0.26%
03/12/2021,"1,187.81","1,188.74","1,193.97","1,184.64",147.25K,-0.08%
03/11/2021,"1,188.71","1,172.94","1,190.47","1,172.94",167.31K,1.40%
03/10/2021,"1,172.26","1,163.43","1,173.58","1,154.29",156.01K,0.80%
03/09/2021,"1,163.00","1,169.89","1,169.89","1,150.18",159.98K,-0.60%
03/08/2021,"1,170.00","1,175.19","1,186.29","1,164.78",164.93K,-0.33%
03/05/2021,"1,173.83","1,174.36","1,174.80","1,157.45",205.21K,-0.04%
03/04/2021,"1,174.29","1,195.62","1,200.42","1,164.63",183.13K,-1.78%
03/03/2021,"1,195.60","1,194.78","1,198.36","1,189.14",154.44K,0.07%
03/02/2021,"1,194.71","1,192.60","1,203.84","1,188.01",169.42K,0.24%
03/01/2021,"1,191.83","1,173.72","1,192.85","1,173.72",191.03K,1.55%
02/26/2021,"1,173.60","1,169.37","1,175.40","1,153.41",178.99K,0.32%
02/25/2021,"1,169.82","1,168.22","1,175.19","1,158.06",158.38K,0.23%
02/24/2021,"1,167.18","1,182.76","1,192.04","1,161.13",178.72K,-1.29%
02/23/2021,"1,182.47","1,180.38","1,191.74","1,174.18",195.05K,0.16%
02/22/2021,"1,180.55","1,180.48","1,190.48","1,172.71",175.26K,0.00%
02/19/2021,"1,180.59","1,186.70","1,188.61","1,168.18",166.18K,-0.62%
02/18/2021,"1,187.94","1,174.80","1,187.94","1,162.48",183.25K,1.11%
02/17/2021,"1,174.91","1,130.19","1,174.91","1,130.19",174.12K,4.02%
02/09/2021,"1,129.49","1,092.67","1,129.49","1,089.85",173.19K,3.38%
02/08/2021,"1,092.59","1,135.50","1,136.38","1,077.40",228.47K,-3.78%
02/05/2021,"1,135.50","1,117.92","1,135.50","1,117.92",139.78K,1.59%
02/04/2021,"1,117.74","1,117.52","1,126.64","1,103.11",155.64K,-0.02%
02/03/2021,"1,117.98","1,080.23","1,122.04","1,080.23",204.90K,3.55%
02/02/2021,"1,079.70","1,029.55","1,079.87","1,025.18",162.84K,4.84%
02/01/2021,"1,029.86","1,048.01","1,068.93","1,029.21",175.34K,-1.76%
01/29/2021,"1,048.31","1,009.96","1,070.05",978.85,242.65K,3.72%
01/28/2021,"1,010.75","1,080.83","1,080.83","1,008.53",282.13K,-6.73%
01/27/2021,"1,083.63","1,122.92","1,125.25","1,073.74",241.01K,-3.69%
01/26/2021,"1,125.09","1,153.94","1,155.32","1,107.54",236.71K,-2.53%
01/25/2021,"1,154.29","1,156.55","1,164.70","1,149.26",198.48K,-0.20%
01/22/2021,"1,156.58","1,151.30","1,164.45","1,147.88",210.39K,0.46%
01/21/2021,"1,151.30","1,116.21","1,152.90","1,114.26",204.60K,3.14%
01/20/2021,"1,116.21","1,108.92","1,121.97","1,073.13",262.60K,0.80%
01/19/2021,"1,107.32","1,173.27","1,173.61","1,098.47",324.71K,-5.63%
01/18/2021,"1,173.34","1,183.25","1,188.53","1,171.96",199.29K,-0.75%
01/15/2021,"1,182.20","1,169.27","1,185.46","1,169.27",211.72K,1.13%
01/14/2021,"1,168.99","1,165.22","1,169.97","1,156.58",229.62K,0.38%
01/13/2021,"1,164.57","1,169.16","1,178.44","1,161.87",187.36K,-0.38%
01/12/2021,"1,169.03","1,163.44","1,169.38","1,155.90",202.52K,0.48%
01/11/2021,"1,163.40","1,148.06","1,165.99","1,148.06",222.79K,1.35%
01/08/2021,"1,147.86","1,131.00","1,156.38","1,131.00",220.09K,1.53%
01/07/2021,"1,130.59","1,113.88","1,130.59","1,113.88",215.40K,1.51%
01/06/2021,"1,113.72","1,105.74","1,125.63","1,104.99",225.23K,0.85%
01/05/2021,"1,104.30","1,090.71","1,106.29","1,086.07",191.64K,1.14%
01/04/2021,"1,091.87","1,072.44","1,097.61","1,072.44",233.73K,1.97%
12/31/2020,"1,070.77","1,059.16","1,074.02","1,058.90",136.03K,1.10%
12/30/2020,"1,059.16","1,059.20","1,069.50","1,055.25",173.02K,0.07%
12/29/2020,"1,058.39","1,054.23","1,062.61","1,050.05",153.42K,0.39%
12/28/2020,"1,054.23","1,053.37","1,063.09","1,047.45",190.25K,0.20%
12/25/2020,"1,052.13","1,033.86","1,052.16","1,026.05",161.86K,1.76%
12/24/2020,"1,033.95","1,045.97","1,051.56","1,013.90",212.71K,-1.12%
12/23/2020,"1,045.70","1,053.89","1,058.91","1,043.88",203.33K,-0.62%
12/22/2020,"1,052.23","1,051.17","1,053.81","1,043.80",204.62K,0.24%
12/21/2020,"1,049.71","1,038.00","1,052.85","1,038.00",187.66K,1.26%
12/18/2020,"1,036.65","1,016.95","1,037.98","1,016.95",183.61K,1.94%
12/17/2020,"1,016.95","1,028.63","1,028.63","1,015.86",226.64K,-1.24%
12/16/2020,"1,029.72","1,013.66","1,029.72","1,013.66",178.53K,1.65%
12/15/2020,"1,013.02","1,024.40","1,025.34","1,009.80",173.34K,-1.10%
12/14/2020,"1,024.28","1,008.86","1,024.28","1,008.86",160.38K,1.55%
12/11/2020,"1,008.65",994.34,"1,008.65",994.29,127.66K,1.45%
12/10/2020,994.28,"1,004.42","1,008.60",994.28,173.56K,-0.97%
12/09/2020,"1,004.03",993.61,"1,004.61",993.61,180.90K,1.05%
12/08/2020,993.61,992.01,996.64,988.71,153.45K,0.16%
12/07/2020,992.01,984.25,992.59,984.07,148.30K,0.78%
12/04/2020,984.34,985.91,988.68,983.03,182.02K,-0.11%
12/03/2020,985.44,980.17,986.40,978.16,183.52K,0.56%
12/02/2020,979.95,976.27,981.28,973.58,187.86K,0.37%
12/01/2020,976.35,963.57,976.44,951.92,213.41K,1.08%
11/30/2020,965.89,971.39,975.46,965.89,168.72K,-0.54%
11/27/2020,971.11,964.32,971.11,963.69,142.66K,0.72%
11/26/2020,964.16,960.29,964.16,953.46,156.14K,0.37%
11/25/2020,960.63,959.68,963.81,957.09,175.12K,0.11%
11/24/2020,959.61,959.99,964.53,948.67,184.87K,-0.04%
11/23/2020,960.03,950.98,961.35,946.14,164.65K,0.96%
11/20/2020,950.89,944.85,950.89,942.28,125.70K,0.63%
11/19/2020,944.92,938.60,945.06,936.32,166.09K,0.77%
11/18/2020,937.67,935.24,939.62,931.18,153.57K,0.32%
11/17/2020,934.65,916.25,934.65,916.25,129.18K,2.04%
11/16/2020,915.97,931.40,939.10,915.23,173.01K,-1.64%
11/13/2020,931.20,923.04,931.20,923.00,122.99K,0.89%
11/12/2020,923.00,916.89,923.00,916.21,85.35K,0.69%
11/11/2020,916.68,916.98,919.95,910.39,114.39K,0.02%
11/10/2020,916.50,917.45,929.66,916.50,137.87K,-0.10%
11/09/2020,917.42,902.91,917.42,902.91,108.93K,1.61%
11/06/2020,902.91,903.68,907.67,899.51,79.12K,-0.08%
11/05/2020,903.64,905.55,913.20,903.64,97.63K,-0.20%
11/04/2020,905.48,902.38,910.59,900.74,112.22K,0.37%
11/03/2020,902.14,899.73,904.78,897.30,110.88K,0.32%
11/02/2020,899.27,892.68,900.03,889.83,83.56K,0.75%
10/30/2020,892.55,887.34,893.42,875.84,130.03K,0.66%
10/29/2020,886.68,887.99,894.19,879.74,151.63K,-0.25%
10/28/2020,888.88,913.31,916.00,888.88,183.44K,-2.90%
10/27/2020,915.46,919.56,926.52,914.72,189.91K,-0.45%
10/26/2020,919.56,929.50,942.72,919.56,167.43K,-1.15%
10/23/2020,930.30,918.84,930.59,918.84,163.04K,1.31%
10/22/2020,918.30,906.10,918.30,901.96,133.65K,1.35%
10/21/2020,906.10,909.49,918.14,905.08,152.21K,-0.37%
10/20/2020,909.49,903.57,909.49,899.42,179.99K,0.66%
10/19/2020,903.51,899.61,906.16,899.61,142.17K,0.21%
10/16/2020,901.59,899.58,906.17,892.70,157.35K,0.27%
10/15/2020,899.20,896.50,901.71,893.94,167.59K,0.79%
10/14/2020,892.15,878.94,892.25,878.94,176.57K,1.57%
10/13/2020,878.35,874.58,879.25,872.36,103.92K,0.39%
10/12/2020,874.90,874.72,882.84,871.58,130.26K,0.04%
10/09/2020,874.53,869.80,875.52,868.36,115.72K,0.54%
10/08/2020,869.82,870.88,873.13,864.55,139.81K,-0.12%
10/07/2020,870.85,870.98,876.31,867.06,157.15K,-0.06%
10/06/2020,871.37,867.74,872.39,866.12,148.28K,0.42%
10/05/2020,867.70,861.51,869.09,861.51,115.09K,0.72%
10/02/2020,861.51,867.58,870.80,850.61,164.53K,-0.70%
10/01/2020,867.58,859.27,868.30,859.27,106.52K,1.05%
09/30/2020,858.54,856.20,860.10,852.54,104.92K,0.27%
09/29/2020,856.20,863.59,871.99,856.20,135.08K,-0.82%
09/28/2020,863.31,854.84,863.98,854.84,134.68K,1.01%
09/25/2020,854.71,853.19,856.79,850.10,105.36K,0.18%
09/24/2020,853.21,858.14,858.89,852.29,90.21K,-0.59%
09/23/2020,858.30,852.88,860.34,852.88,111.92K,0.65%
09/22/2020,852.72,851.54,854.69,846.03,130.39K,0.14%
09/21/2020,851.54,841.28,852.65,841.28,106.12K,1.22%
09/18/2020,841.26,831.84,842.10,831.84,94.17K,1.13%
09/17/2020,831.84,834.60,837.76,829.08,96.61K,-0.32%
09/16/2020,834.50,833.31,834.52,831.33,54.11K,0.14%
09/15/2020,833.33,832.27,835.42,831.13,87.51K,0.13%
09/14/2020,832.24,825.69,833.09,825.69,65.50K,0.81%
09/11/2020,825.56,825.81,827.83,821.97,64.10K,-0.04%
09/10/2020,825.85,824.42,832.61,824.42,67.66K,0.17%
09/09/2020,824.42,827.50,828.38,816.51,82.99K,-0.38%
09/08/2020,827.57,824.62,829.22,819.02,81.33K,0.39%
09/07/2020,824.36,840.64,843.80,824.36,98.25K,-1.92%
09/04/2020,840.54,843.22,843.22,833.54,103.34K,-0.37%
09/03/2020,843.64,832.27,844.27,832.27,104.71K,1.40%
09/01/2020,832.03,823.93,832.87,821.74,78.82K,0.98%
08/31/2020,823.93,822.01,831.76,820.66,82.42K,0.24%
08/28/2020,821.93,814.55,828.88,814.55,102.83K,0.91%
08/27/2020,814.55,812.47,814.64,810.68,72.35K,0.27%
08/26/2020,812.36,815.19,816.68,811.45,89.05K,-0.35%
08/25/2020,815.18,809.34,818.94,809.34,107.20K,0.68%
08/24/2020,809.69,793.46,810.17,793.46,102.48K,2.03%
08/21/2020,793.60,786.14,795.05,786.14,78.12K,0.95%
08/20/2020,786.11,789.41,793.35,783.57,65.87K,-0.42%
08/19/2020,789.41,787.23,791.85,786.01,51.47K,0.31%
08/18/2020,786.95,791.60,792.13,784.93,41.66K,-0.58%
08/17/2020,791.54,791.89,793.61,782.52,57.17K,-0.06%
08/14/2020,791.98,795.13,801.61,789.12,85.64K,-0.39%
08/13/2020,795.09,789.26,795.69,789.26,62.11K,0.85%
08/12/2020,788.42,784.58,790.01,784.23,71.95K,0.49%
08/11/2020,784.57,784.74,788.92,781.04,60.22K,0.03%
08/10/2020,784.30,782.50,791.67,782.50,79.38K,0.27%
08/07/2020,782.15,781.61,785.99,778.45,68.20K,0.07%
08/06/2020,781.60,780.69,787.27,776.04,64.07K,0.11%
08/05/2020,780.71,768.22,782.09,761.26,84.98K,1.63%
08/04/2020,768.22,759.19,768.46,759.19,62.08K,1.37%
08/03/2020,757.86,740.33,758.30,738.64,75.71K,2.31%
07/31/2020,740.73,745.33,747.56,731.14,58.08K,-0.71%
07/30/2020,746.02,735.30,746.74,735.30,51.15K,1.48%
07/29/2020,735.16,755.14,755.14,722.85,95.38K,-2.78%
07/28/2020,756.17,730.55,757.50,730.55,106.76K,3.59%
07/27/2020,729.93,767.30,767.30,726.02,127.33K,-5.48%
07/24/2020,772.29,798.89,798.89,760.56,142.23K,-3.50%
07/23/2020,800.29,797.85,800.29,794.59,73.62K,0.31%
07/22/2020,797.85,804.26,806.93,797.82,65.22K,-0.85%
07/21/2020,804.70,803.55,806.34,799.98,62.63K,0.17%
07/20/2020,803.36,814.00,814.00,803.36,69.31K,-1.33%
07/17/2020,814.16,819.27,819.27,812.61,65.44K,-0.69%
07/16/2020,819.83,810.16,819.83,809.41,64.52K,1.19%
07/15/2020,810.16,805.38,815.09,805.38,53.47K,0.59%
07/14/2020,805.37,805.21,805.92,798.21,60.12K,-0.10%
07/13/2020,806.17,809.03,814.35,802.50,65.61K,-0.35%
07/10/2020,809.02,816.76,817.67,806.67,71.22K,-0.99%
07/09/2020,817.08,805.12,819.45,805.12,81.03K,1.49%
07/08/2020,805.06,805.67,807.09,801.57,52.13K,-0.08%
07/07/2020,805.68,803.61,812.48,803.61,87.36K,0.28%
07/06/2020,803.46,790.08,803.76,790.08,74.21K,1.72%
07/03/2020,789.87,785.81,790.30,785.81,43.30K,0.54%
07/02/2020,785.59,786.82,788.88,781.45,54.06K,-0.16%
07/01/2020,786.82,770.23,787.38,770.02,56.96K,2.11%
06/30/2020,770.53,774.84,784.44,765.62,74.26K,-0.55%
06/29/2020,774.81,795.11,795.11,768.99,97.11K,-2.60%
06/26/2020,795.53,796.70,803.88,793.08,53.64K,-0.12%
06/25/2020,796.51,801.29,801.29,791.38,74.55K,-0.64%
06/24/2020,801.62,807.90,813.47,799.35,74.69K,-0.74%
