Date,Price,Open,High,Low,Vol.,Change %
06/23/2020,807.61,809.53,812.24,803.96,95.81K,-0.29%
06/22/2020,809.97,808.58,812.99,805.24,68.48K,0.21%
06/19/2020,808.28,797.21,808.28,797.03,81.05K,1.41%
06/18/2020,797.08,795.84,800.03,788.72,58.89K,0.08%
06/17/2020,796.43,798.82,802.06,793.20,76.20K,-0.30%
06/16/2020,798.82,779.80,801.42,779.80,84.86K,2.58%
06/15/2020,778.71,808.58,813.59,778.71,141.90K,-3.60%
06/12/2020,807.76,803.11,807.76,782.70,183.06K,0.11%
06/11/2020,806.87,839.11,842.76,806.64,191.85K,-3.84%
06/10/2020,839.11,836.80,842.21,827.60,164.04K,0.25%
06/09/2020,837.02,839.19,843.58,836.13,152.49K,-0.18%
06/08/2020,838.52,826.79,845.63,826.79,155.92K,1.46%
06/05/2020,826.47,823.46,826.47,818.33,147.69K,0.33%
06/04/2020,823.77,824.30,831.49,823.51,135.47K,-0.06%
06/03/2020,824.29,819.02,824.54,818.33,89.26K,0.68%
06/02/2020,818.70,821.89,827.11,818.12,147.39K,-0.34%
06/01/2020,821.47,806.44,821.47,806.44,176.78K,1.89%
05/29/2020,806.23,804.00,808.83,801.46,76.81K,0.27%
05/28/2020,804.06,801.38,810.43,800.16,91.47K,0.34%
05/27/2020,801.36,816.04,821.36,801.36,119.12K,-1.67%
05/26/2020,815.01,807.55,815.96,807.55,101.93K,0.96%
05/25/2020,807.25,803.35,809.12,799.23,81.74K,0.51%
05/22/2020,803.14,815.51,815.51,802.82,95.16K,-1.52%
05/21/2020,815.55,803.57,815.55,802.49,134.97K,1.52%
05/20/2020,803.32,799.28,803.35,793.75,97.44K,0.50%
05/19/2020,799.31,787.53,808.17,787.53,119.34K,1.53%
05/18/2020,787.27,773.95,787.27,770.61,81.99K,1.72%
05/15/2020,773.95,780.73,785.26,771.25,80.44K,-0.87%
05/14/2020,780.73,783.69,785.10,773.62,86.24K,-0.38%
05/13/2020,783.69,781.85,788.06,760.20,122.45K,0.16%
05/12/2020,782.45,777.35,783.77,766.70,104.56K,0.68%
05/11/2020,777.13,760.86,777.13,760.66,107.52K,2.23%
05/08/2020,760.15,740.14,773.22,740.14,146.26K,2.73%
05/07/2020,739.98,726.17,739.98,726.17,82.60K,1.93%
05/06/2020,725.94,711.34,725.94,709.77,77.21K,2.10%
05/05/2020,711.01,710.22,714.59,707.49,48.70K,0.23%
05/04/2020,709.35,714.90,716.05,706.47,65.87K,-0.84%
04/29/2020,715.33,715.74,719.18,713.62,69.76K,-0.06%
04/28/2020,715.74,719.45,721.73,711.84,64.78K,-0.54%
04/27/2020,719.66,724.76,735.28,719.66,81.80K,-0.74%
04/24/2020,725.05,717.49,725.52,711.14,64.55K,1.05%
04/23/2020,717.49,715.62,729.99,715.62,63.43K,0.43%
04/22/2020,714.42,706.54,718.62,692.03,86.11K,1.10%
04/21/2020,706.65,734.14,734.14,702.61,128.95K,-4.03%
04/20/2020,736.31,736.10,742.27,729.52,99.01K,0.18%
04/17/2020,734.98,727.51,736.17,727.51,100.57K,1.16%
04/16/2020,726.57,721.73,726.71,714.52,72.70K,0.52%
04/15/2020,722.80,714.39,726.20,714.39,91.99K,1.26%
04/14/2020,713.81,706.37,713.81,699.03,94.92K,1.05%
04/13/2020,706.37,695.84,714.58,695.84,82.30K,1.53%
04/10/2020,695.74,697.90,701.77,687.18,146.87K,-0.30%
04/09/2020,697.85,691.17,704.18,691.17,111.27K,0.97%
04/08/2020,691.17,693.66,693.66,675.26,76.67K,-0.35%
04/07/2020,693.61,682.65,695.45,677.03,117.08K,1.61%
04/06/2020,682.65,649.15,682.65,649.15,127.16K,5.16%
04/03/2020,649.15,630.37,649.15,630.37,84.13K,3.24%
04/01/2020,628.79,609.35,631.60,606.03,73.25K,2.95%
03/31/2020,610.76,613.33,629.08,598.60,77.47K,-0.37%
03/30/2020,613.02,641.92,641.92,605.00,81.04K,-4.55%
03/27/2020,642.23,646.61,649.17,633.41,102.65K,-0.69%
03/26/2020,646.70,651.94,655.06,639.02,74.10K,-0.86%
03/25/2020,652.31,625.83,652.31,625.83,86.27K,4.30%
03/24/2020,625.43,632.63,633.97,619.07,85.90K,-1.17%
03/23/2020,632.86,671.05,671.05,628.46,81.06K,-6.06%
